Etablissement;Code_Guichet;Nom_Guichet;Rue;Complement_adresse;Ville;Code_Postal;Horaires;Infos_Complementaires;Raison_Sociale;Url_site;coordonnees_gps;ouverture_lundi;ouverture_mardi;ouverture_mercredi;ouverture_jeudi;ouverture_vendredi;ouverture_samedi;ouverture_dimanche;ouverture_lundi_matin;fermeture_lundi_matin;ouverture_lundi_apresmidi;fermeture_lundi_apresmidi;ouverture_mardi_matin;fermeture_mardi_matin;ouverture_mardi_apresmidi;fermeture_mardi_apresmidi;ouverture_mercredi_matin;fermeture_mercredi_matin;ouverture_mercredi_apresmidi;fermeture_mercredi_apresmidi;ouverture_jeudi_matin;fermeture_jeudi_matin;ouverture_jeudi_apresmidi;fermeture_jeudi_apresmidi;ouverture_vendredi_matin;fermeture_vendredi_matin;ouverture_vendredi_apresmidi;fermeture_vendredi_apresmidi;ouverture_samedi_matin;fermeture_samedi_matin;ouverture_samedi_apresmidi;fermeture_samedi_apresmidi;ouverture_dimanche_matin;fermeture_dimanche_matin;ouverture_dimanche_apresmidi;fermeture_dimanche_apresmidi
14707;50895;SOULTZ;56, rue Jean Jaurès;;SOULTZ;68360;Lu0000000000000000Ma0830120013301800Me0830120013301800Je0830120013301800Ve0830120013301800Sa0845120000000000Di0000000000000000;;Banque Populaire Alsace Lorraine Champagne;https://www.bpalc.banquepopulaire.fr/;47.88579,7.229052;Lu0000000000000000;Ma0830120013301800;Me0830120013301800;Je0830120013301800;Ve0830120013301800;Sa0845120000000000;Di0000000000000000;0000;0000;0000;0000;0830;1200;1330;1800;0830;1200;1330;1800;0830;1200;1330;1800;0830;1200;1330;1800;0845;1200;0000;0000;0000;0000;0000;0000
10907;00231;BEAULIEU SUR DORDOGNE;60, rue du Général de Gaulle;;BEAULIEU SUR DORDOGNE;19120;Lu0000000000000000Ma0900123013451800Me0900123013451800Je0900123014451800Ve0900123013451800Sa0900123000000000Di0000000000000000;;Banque Populaire Aquitaine Centre Atlantique;https://www.bpaca.banquepopulaire.fr/;44.979343,1.836989;Lu0000000000000000;Ma0900123013451800;Me0900123013451800;Je0900123014451800;Ve0900123013451800;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1345;1800;0900;1230;1345;1800;0900;1230;1445;1800;0900;1230;1345;1800;0900;1230;0000;0000;0000;0000;0000;0000
10907;00235;BRIVE LA GAILLARDE CARDINAL;55, ave de Paris;;BRIVE LA GAILLARDE;19100;Lu0000000000000000Ma0900123013451800Me0900123013451800Je0900123014451800Ve0900123013451800Sa0900123000000000Di0000000000000000;;Banque Populaire Aquitaine Centre Atlantique;https://www.bpaca.banquepopulaire.fr/;45.163566,1.532215;Lu0000000000000000;Ma0900123013451800;Me0900123013451800;Je0900123014451800;Ve0900123013451800;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1345;1800;0900;1230;1345;1800;0900;1230;1445;1800;0900;1230;1345;1800;0900;1230;0000;0000;0000;0000;0000;0000
10907;00240;EYMET;2, ave de Sainte Foy;;EYMET;24500;Lu0000000000000000Ma0900123013451800Me0900123013451800Je0900123014451800Ve0900123013451800Sa0900123000000000Di0000000000000000;;Banque Populaire Aquitaine Centre Atlantique;https://www.bpaca.banquepopulaire.fr/;44.66685,0.395704;Lu0000000000000000;Ma0900123013451800;Me0900123013451800;Je0900123014451800;Ve0900123013451800;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1345;1800;0900;1230;1345;1800;0900;1230;1445;1800;0900;1230;1345;1800;0900;1230;0000;0000;0000;0000;0000;0000
10907;00250;GUERET;10, bd Carnot;;GUERET;23000;Lu0000000000000000Ma0900123013451800Me0900123013451800Je0900123014451800Ve0900123013451800Sa0900123000000000Di0000000000000000;;Banque Populaire Aquitaine Centre Atlantique;https://www.bpaca.banquepopulaire.fr/;46.169286,1.870076;Lu0000000000000000;Ma0900123013451800;Me0900123013451800;Je0900123014451800;Ve0900123013451800;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1345;1800;0900;1230;1345;1800;0900;1230;1445;1800;0900;1230;1345;1800;0900;1230;0000;0000;0000;0000;0000;0000
10907;00251;BOURGANEUF;1, rue Emile de Girardin;;BOURGANEUF;23400;Lu0000000000000000Ma0900123013451800Me0900123013451800Je0900123014451800Ve0900123013451800Sa0900123000000000Di0000000000000000;;Banque Populaire Aquitaine Centre Atlantique;https://www.bpaca.banquepopulaire.fr/;45.952002,1.756634;Lu0000000000000000;Ma0900123013451800;Me0900123013451800;Je0900123014451800;Ve0900123013451800;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1345;1800;0900;1230;1345;1800;0900;1230;1445;1800;0900;1230;1345;1800;0900;1230;0000;0000;0000;0000;0000;0000
10907;00265;PANAZOL;2, ave du Président Sadi Carnot;;PANAZOL;87350;Lu0000000000000000Ma0900123013451800Me0900123013451800Je0900123014451800Ve0900123013451800Sa0900123000000000Di0000000000000000;;Banque Populaire Aquitaine Centre Atlantique;https://www.bpaca.banquepopulaire.fr/;45.830121,1.298242;Lu0000000000000000;Ma0900123013451800;Me0900123013451800;Je0900123014451800;Ve0900123013451800;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1345;1800;0900;1230;1345;1800;0900;1230;1445;1800;0900;1230;1345;1800;0900;1230;0000;0000;0000;0000;0000;0000
10907;00269;LIMOGES LES HALLES;19, pl de la Motte;;LIMOGES;87000;Lu0000000000000000Ma0900123013451800Me0900123013451800Je0900123014451800Ve0900123013451800Sa0900123000000000Di0000000000000000;;Banque Populaire Aquitaine Centre Atlantique;https://www.bpaca.banquepopulaire.fr/;45.829683,1.256262;Lu0000000000000000;Ma0900123013451800;Me0900123013451800;Je0900123014451800;Ve0900123013451800;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1345;1800;0900;1230;1345;1800;0900;1230;1445;1800;0900;1230;1345;1800;0900;1230;0000;0000;0000;0000;0000;0000
10907;00271;BELLAC;17, ave Denfert Rochereau;;BELLAC;87300;Lu0000000000000000Ma0900123013451800Me0900123013451800Je0900123014451800Ve0900123013451800Sa0900123000000000Di0000000000000000;;Banque Populaire Aquitaine Centre Atlantique;https://www.bpaca.banquepopulaire.fr/;46.121378,1.05022;Lu0000000000000000;Ma0900123013451800;Me0900123013451800;Je0900123014451800;Ve0900123013451800;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1345;1800;0900;1230;1345;1800;0900;1230;1445;1800;0900;1230;1345;1800;0900;1230;0000;0000;0000;0000;0000;0000
10907;00272;EYMOUTIERS;Pl Jean Jaurès;;EYMOUTIERS;87120;Lu0000000000000000Ma0900123013451800Me0900123013451800Je0900123014451800Ve0900123013451800Sa0900123000000000Di0000000000000000;;Banque Populaire Aquitaine Centre Atlantique;https://www.bpaca.banquepopulaire.fr/;45.73884,1.743292;Lu0000000000000000;Ma0900123013451800;Me0900123013451800;Je0900123014451800;Ve0900123013451800;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1345;1800;0900;1230;1345;1800;0900;1230;1445;1800;0900;1230;1345;1800;0900;1230;0000;0000;0000;0000;0000;0000
10907;00275;LIMOGES CARNOT MARCEAU;103, rue Théodore Bac;;LIMOGES;87100;Lu0000000000000000Ma0900123013451800Me0900123013451800Je0900123014451800Ve0900123013451800Sa0900123000000000Di0000000000000000;;Banque Populaire Aquitaine Centre Atlantique;https://www.bpaca.banquepopulaire.fr/;45.839789,1.258243;Lu0000000000000000;Ma0900123013451800;Me0900123013451800;Je0900123014451800;Ve0900123013451800;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1345;1800;0900;1230;1345;1800;0900;1230;1445;1800;0900;1230;1345;1800;0900;1230;0000;0000;0000;0000;0000;0000
10907;00277;ST JUNIEN;1, bd Victor Hugo;;ST JUNIEN;87200;Lu0000000000000000Ma0900123013451800Me0900123013451800Je0900123014451800Ve0900123013451800Sa0900123000000000Di0000000000000000;;Banque Populaire Aquitaine Centre Atlantique;https://www.bpaca.banquepopulaire.fr/;45.888807,0.90076;Lu0000000000000000;Ma0900123013451800;Me0900123013451800;Je0900123014451800;Ve0900123013451800;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1345;1800;0900;1230;1345;1800;0900;1230;1445;1800;0900;1230;1345;1800;0900;1230;0000;0000;0000;0000;0000;0000
10907;00278;ST LEONARD DE NOBLAT;9, pl de la République;;ST LEONARD DE NOBLAT;87400;Lu0000000000000000Ma0900123013451800Me0900123013451800Je0900123014451800Ve0900123013451800Sa0900123000000000Di0000000000000000;;Banque Populaire Aquitaine Centre Atlantique;https://www.bpaca.banquepopulaire.fr/;45.838018,1.490513;Lu0000000000000000;Ma0900123013451800;Me0900123013451800;Je0900123014451800;Ve0900123013451800;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1345;1800;0900;1230;1345;1800;0900;1230;1445;1800;0900;1230;1345;1800;0900;1230;0000;0000;0000;0000;0000;0000
10907;00279;ST YRIEIX LA PERCHE;6, rue Victor Hugo;;ST YRIEIX;87500;Lu0000000000000000Ma0900123013451800Me0900123013451800Je0900123014451800Ve0900123013451800Sa0900123000000000Di0000000000000000;;Banque Populaire Aquitaine Centre Atlantique;https://www.bpaca.banquepopulaire.fr/;45.514372,1.203509;Lu0000000000000000;Ma0900123013451800;Me0900123013451800;Je0900123014451800;Ve0900123013451800;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1345;1800;0900;1230;1345;1800;0900;1230;1445;1800;0900;1230;1345;1800;0900;1230;0000;0000;0000;0000;0000;0000
10907;00280;PERIGUEUX;23, pl Francheville;;PERIGUEUX;24000;Lu0900121513451800Ma0900121513451800Me0900121513451800Je0900121514451800Ve0900121513451800Sa0000000000000000Di0000000000000000;;Banque Populaire Aquitaine Centre Atlantique;https://www.bpaca.banquepopulaire.fr/;45.18346,0.717655;Lu0900121513451800;Ma0900121513451800;Me0900121513451800;Je0900121514451800;Ve0900121513451800;Sa0000000000000000;Di0000000000000000;0900;1215;1345;1800;0900;1215;1345;1800;0900;1215;1345;1800;0900;1215;1445;1800;0900;1215;1345;1800;0000;0000;0000;0000;0000;0000;0000;0000
10907;00286;TRELISSAC;202, ave Michel Grandou;;TRELISSAC;24750;Lu0000000000000000Ma0900123013451800Me0900123013451800Je0900123014451800Ve0900123013451800Sa0900123000000000Di0000000000000000;;Banque Populaire Aquitaine Centre Atlantique;https://www.bpaca.banquepopulaire.fr/;45.189073,0.753044;Lu0000000000000000;Ma0900123013451800;Me0900123013451800;Je0900123014451800;Ve0900123013451800;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1345;1800;0900;1230;1345;1800;0900;1230;1445;1800;0900;1230;1345;1800;0900;1230;0000;0000;0000;0000;0000;0000
10907;00301;SOYAUX;136, ave du Général de Gaulle;;SOYAUX;16800;Lu0000000000000000Ma0900123013451800Me0900123013451800Je0900123014451800Ve0900123013451800Sa0900123000000000Di0000000000000000;;Banque Populaire Aquitaine Centre Atlantique;https://www.bpaca.banquepopulaire.fr/;45.642175,0.190832;Lu0000000000000000;Ma0900123013451800;Me0900123013451800;Je0900123014451800;Ve0900123013451800;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1345;1800;0900;1230;1345;1800;0900;1230;1445;1800;0900;1230;1345;1800;0900;1230;0000;0000;0000;0000;0000;0000
10907;00501;NIORT;10, ave Bujault;;NIORT;79000;Lu0900121513451800Ma0900121513451800Me0900121513451800Je0900121514451800Ve0900121513451800Sa0000000000000000Di0000000000000000;;Banque Populaire Aquitaine Centre Atlantique;https://www.bpaca.banquepopulaire.fr/;46.322162,-0.459095;Lu0900121513451800;Ma0900121513451800;Me0900121513451800;Je0900121514451800;Ve0900121513451800;Sa0000000000000000;Di0000000000000000;0900;1215;1345;1800;0900;1215;1345;1800;0900;1215;1345;1800;0900;1215;1445;1800;0900;1215;1345;1800;0000;0000;0000;0000;0000;0000;0000;0000
10907;00503;ROCHEFORT;35 bis, rue Denfert Rochereau;;ROCHEFORT;17300;Lu0000000000000000Ma0900123013451800Me0900123013451800Je0900123014451800Ve0900123013451800Sa0900123000000000Di0000000000000000;;Banque Populaire Aquitaine Centre Atlantique;https://www.bpaca.banquepopulaire.fr/;45.938903,-0.966338;Lu0000000000000000;Ma0900123013451800;Me0900123013451800;Je0900123014451800;Ve0900123013451800;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1345;1800;0900;1230;1345;1800;0900;1230;1445;1800;0900;1230;1345;1800;0900;1230;0000;0000;0000;0000;0000;0000
10907;00509;BRESSUIRE;7 bis, bd Alexandre 1er;;BRESSUIRE;79300;Lu0000000000000000Ma0900123013451800Me0900123013451800Je0900123014451800Ve0900123013451800Sa0900123000000000Di0000000000000000;;Banque Populaire Aquitaine Centre Atlantique;https://www.bpaca.banquepopulaire.fr/;46.839798,-0.496313;Lu0000000000000000;Ma0900123013451800;Me0900123013451800;Je0900123014451800;Ve0900123013451800;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1345;1800;0900;1230;1345;1800;0900;1230;1445;1800;0900;1230;1345;1800;0900;1230;0000;0000;0000;0000;0000;0000
10907;00513;ST MAIXENT L'ECOLE;16, pl du Marché;;ST MAIXENT L'ECOLE;79400;Lu0000000000000000Ma0900123013451800Me0900123013451800Je0900123014451800Ve0900123013451800Sa0900123000000000Di0000000000000000;;Banque Populaire Aquitaine Centre Atlantique;https://www.bpaca.banquepopulaire.fr/;46.411334,-0.203288;Lu0000000000000000;Ma0900123013451800;Me0900123013451800;Je0900123014451800;Ve0900123013451800;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1345;1800;0900;1230;1345;1800;0900;1230;1445;1800;0900;1230;1345;1800;0900;1230;0000;0000;0000;0000;0000;0000
10907;00516;LE BOIS PLAGE EN RE;Rue de la Glacière;;LE BOIS PLAGE EN RE;17580;Lu0000000000000000Ma0900123013451800Me0900123013451800Je0900123014451800Ve0900123013451800Sa0900123000000000Di0000000000000000;;Banque Populaire Aquitaine Centre Atlantique;https://www.bpaca.banquepopulaire.fr/;46.184229,-1.398161;Lu0000000000000000;Ma0900123013451800;Me0900123013451800;Je0900123014451800;Ve0900123013451800;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1345;1800;0900;1230;1345;1800;0900;1230;1445;1800;0900;1230;1345;1800;0900;1230;0000;0000;0000;0000;0000;0000
10907;00518;PONS;15, rue Emile Combes;;PONS;17800;Lu0000000000000000Ma0900123013451800Me0900123013451800Je0900123014451800Ve0900123013451800Sa0900123000000000Di0000000000000000;;Banque Populaire Aquitaine Centre Atlantique;https://www.bpaca.banquepopulaire.fr/;45.579464,-0.547732;Lu0000000000000000;Ma0900123013451800;Me0900123013451800;Je0900123014451800;Ve0900123013451800;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1345;1800;0900;1230;1345;1800;0900;1230;1445;1800;0900;1230;1345;1800;0900;1230;0000;0000;0000;0000;0000;0000
10907;00523;SURGERES;84, rue Audry de Puyravault;;SURGERES;17700;Lu0000000000000000Ma0900123013451800Me0900123013451800Je0900123014451800Ve0900123013451800Sa0900123000000000Di0000000000000000;;Banque Populaire Aquitaine Centre Atlantique;https://www.bpaca.banquepopulaire.fr/;46.107455,-0.751566;Lu0000000000000000;Ma0900123013451800;Me0900123013451800;Je0900123014451800;Ve0900123013451800;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1345;1800;0900;1230;1345;1800;0900;1230;1445;1800;0900;1230;1345;1800;0900;1230;0000;0000;0000;0000;0000;0000
10907;00524;CERIZAY;17, ave du 25 Août;;CERIZAY;79140;Lu0000000000000000Ma0900123013451800Me0000000000000000Je0000000000000000Ve0000000000000000Sa0900123000000000Di0000000000000000;Le mardi matin pour toutes opérations. Le mardi après-midi et le samedi matin sur RDV.;Banque Populaire Aquitaine Centre Atlantique;https://www.bpaca.banquepopulaire.fr/;46.821023,-0.669371;Lu0000000000000000;Ma0900123013451800;Me0000000000000000;Je0000000000000000;Ve0000000000000000;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1345;1800;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0900;1230;0000;0000;0000;0000;0000;0000
10907;00527;ROCHEFORT LAFAYETTE;31, ave Lafayette;;ROCHEFORT;17300;Lu0000000000000000Ma0900123013451800Me0900123013451800Je0900123014451800Ve0900123013451800Sa0900123000000000Di0000000000000000;;Banque Populaire Aquitaine Centre Atlantique;https://www.bpaca.banquepopulaire.fr/;45.935014,-0.961969;Lu0000000000000000;Ma0900123013451800;Me0900123013451800;Je0900123014451800;Ve0900123013451800;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1345;1800;0900;1230;1345;1800;0900;1230;1445;1800;0900;1230;1345;1800;0900;1230;0000;0000;0000;0000;0000;0000
10907;00528;MATHA;14, pl Samson;;MATHA;17160;Lu0000000000000000Ma0900123013451800Me0900123013451800Je0900123014451800Ve0900123013451800Sa0900123000000000Di0000000000000000;;Banque Populaire Aquitaine Centre Atlantique;https://www.bpaca.banquepopulaire.fr/;45.867447,-0.320171;Lu0000000000000000;Ma0900123013451800;Me0900123013451800;Je0900123014451800;Ve0900123013451800;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1345;1800;0900;1230;1345;1800;0900;1230;1445;1800;0900;1230;1345;1800;0900;1230;0000;0000;0000;0000;0000;0000
10907;00530;MONTGUYON;20, ave de la République;;MONTGUYON;17270;Lu0000000000000000Ma0900123013451800Me0900123013451800Je0900123014451800Ve0900123013451800Sa0900123000000000Di0000000000000000;;Banque Populaire Aquitaine Centre Atlantique;https://www.bpaca.banquepopulaire.fr/;45.21573,-0.187152;Lu0000000000000000;Ma0900123013451800;Me0900123013451800;Je0900123014451800;Ve0900123013451800;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1345;1800;0900;1230;1345;1800;0900;1230;1445;1800;0900;1230;1345;1800;0900;1230;0000;0000;0000;0000;0000;0000
10907;00537;NIEUL SUR MER;Ctre Cial Intermarché;FIEF Arnaud;NIEUL SUR MER;17137;Lu0000000000000000Ma0900123013451800Me0900123013451800Je0900123014451800Ve0900123013451800Sa0900123000000000Di0000000000000000;;Banque Populaire Aquitaine Centre Atlantique;https://www.bpaca.banquepopulaire.fr/;;Lu0000000000000000;Ma0900123013451800;Me0900123013451800;Je0900123014451800;Ve0900123013451800;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1345;1800;0900;1230;1345;1800;0900;1230;1445;1800;0900;1230;1345;1800;0900;1230;0000;0000;0000;0000;0000;0000
10907;00538;LA ROCHELLE LES MINIMES;107, ave Michel Crepeau;;LA ROCHELLE;17000;Lu0900121513451800Ma0900121513451800Me0900121513451800Je0900121514451800Ve0900121513451800Sa0000000000000000Di0000000000000000;;Banque Populaire Aquitaine Centre Atlantique;https://www.bpaca.banquepopulaire.fr/;46.14887,-1.158539;Lu0900121513451800;Ma0900121513451800;Me0900121513451800;Je0900121514451800;Ve0900121513451800;Sa0000000000000000;Di0000000000000000;0900;1215;1345;1800;0900;1215;1345;1800;0900;1215;1345;1800;0900;1215;1445;1800;0900;1215;1345;1800;0000;0000;0000;0000;0000;0000;0000;0000
10907;00561;BERGERAC RIVE GAUCHE;24, bd Louis PIMOND;;BERGERAC;24100;Lu0900121513451800Ma0900121513451800Me0900121513451800Je0900121514451800Ve0900121513451800Sa0000000000000000Di0000000000000000;;Banque Populaire Aquitaine Centre Atlantique;https://www.bpaca.banquepopulaire.fr/;44.841916,0.469736;Lu0900121513451800;Ma0900121513451800;Me0900121513451800;Je0900121514451800;Ve0900121513451800;Sa0000000000000000;Di0000000000000000;0900;1215;1345;1800;0900;1215;1345;1800;0900;1215;1345;1800;0900;1215;1445;1800;0900;1215;1345;1800;0000;0000;0000;0000;0000;0000;0000;0000
10907;00562;MEYSSAC;Pl de la Poste;;MEYSSAC;19500;Lu0000000000000000Ma0900123013451800Me0000000000000000Je0000000000000000Ve0900123013451800Sa0000000000000000Di0000000000000000;Le mardi matin pour toutes opérations.  Le mardi après-midi et le vendredi toute la journée sur RDV.;Banque Populaire Aquitaine Centre Atlantique;https://www.bpaca.banquepopulaire.fr/;45.05386,1.673705;Lu0000000000000000;Ma0900123013451800;Me0000000000000000;Je0000000000000000;Ve0900123013451800;Sa0000000000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1345;1800;0000;0000;0000;0000;0000;0000;0000;0000;0900;1230;1345;1800;0000;0000;0000;0000;0000;0000;0000;0000
10907;00563;VAUX SUR MER PONTAILLAC;9, bd de la Côte de Beauté;;VAUX SUR MER;17640;Lu0000000000000000Ma0900123013451800Me0900123013451800Je0900123014451800Ve0900123013451800Sa0900123000000000Di0000000000000000;;Banque Populaire Aquitaine Centre Atlantique;https://www.bpaca.banquepopulaire.fr/;45.628888,-1.054335;Lu0000000000000000;Ma0900123013451800;Me0900123013451800;Je0900123014451800;Ve0900123013451800;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1345;1800;0900;1230;1345;1800;0900;1230;1445;1800;0900;1230;1345;1800;0900;1230;0000;0000;0000;0000;0000;0000
10907;00566;CHATEAUBERNARD;2, rue de Vauzelle;;CHATEAUBERNARD;16100;Lu0000000000000000Ma0900123013451800Me0900123013451800Je0900123014451800Ve0900123013451800Sa0900123000000000Di0000000000000000;;Banque Populaire Aquitaine Centre Atlantique;https://www.bpaca.banquepopulaire.fr/;45.685905,-0.304798;Lu0000000000000000;Ma0900123013451800;Me0900123013451800;Je0900123014451800;Ve0900123013451800;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1345;1800;0900;1230;1345;1800;0900;1230;1445;1800;0900;1230;1345;1800;0900;1230;0000;0000;0000;0000;0000;0000
10907;03402;ST CYPRIEN;Rue Gambetta;;ST CYPRIEN;24220;Lu0000000000000000Ma0000000000000000Me0000000000000000Je0000000000000000Ve0900123013451800Sa0000000000000000Di0000000000000000;Le vendredi sur RDV;Banque Populaire Aquitaine Centre Atlantique;https://www.bpaca.banquepopulaire.fr/;44.869141,1.043683;Lu0000000000000000;Ma0000000000000000;Me0000000000000000;Je0000000000000000;Ve0900123013451800;Sa0000000000000000;Di0000000000000000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0900;1230;1345;1800;0000;0000;0000;0000;0000;0000;0000;0000
10907;05002;DUN LE PALESTEL;Grande Rue;;DUN LE PALESTEL;23800;Lu0000000000000000Ma0000000000000000Me0900123013451800Je0000000000000000Ve0000000000000000Sa0000000000000000Di0000000000000000;Le mercredi matin pour toutes opérations.  Le mercredi après-midi sur RDV.;Banque Populaire Aquitaine Centre Atlantique;https://www.bpaca.banquepopulaire.fr/;46.305184,1.665256;Lu0000000000000000;Ma0000000000000000;Me0900123013451800;Je0000000000000000;Ve0000000000000000;Sa0000000000000000;Di0000000000000000;0000;0000;0000;0000;0000;0000;0000;0000;0900;1230;1345;1800;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000
